Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,31.7,19.3-47.2,58,0
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,12.2,3.6-34.0,35,0
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,37.3,23.9-53.0,60,0
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,29.1,17.2-44.7,59,0
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,92.1,78.8-97.4,59,0
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,12.9,7.3-21.7,117,0
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,3.6,0.9-13.5,98,0
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,8.5,4.4-16.1,114,0
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,14.3,8.5-22.9,117,0
Jurisdictional Estimates,Georgia,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,90.3,80.6-95.4,114,0
Jurisdictional Estimates,Hawaii,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,43.4,39.3-47.7,826,0
Jurisdictional Estimates,Hawaii,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,75.6,71.6-79.1,788,0
Jurisdictional Estimates,Hawaii,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,86.6,83.4-89.3,814,0
Jurisdictional Estimates,Hawaii,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,44.1,39.9-48.4,815,0
Jurisdictional Estimates,Hawaii,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,90,87.2-92.3,825,0
Jurisdictional Estimates,Hawaii,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,25.6,18.3-34.7,181,0
Jurisdictional Estimates,Hawaii,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,15.6,9.8-23.9,154,0
Jurisdictional Estimates,Hawaii,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,28.9,20.9-38.3,176,0
Jurisdictional Estimates,Hawaii,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,31.6,23.1-41.5,184,0
Jurisdictional Estimates,Hawaii,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,88.3,79.5-93.6,183,0
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,32.6,20.5-47.5,70,0
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,17.5,9.0-31.4,61,0
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,37.2,23.7-53.0,68,0
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,34.7,21.5-50.8,72,0
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,84.6,70.9-92.5,71,0
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,15.9,7.9-29.3,89,0
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,0.6,0.1-3.7,71,0
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,10.5,5.1-20.1,86,0
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,26.4,15.5-41.3,90,0
Jurisdictional Estimates,Hawaii,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,88.8,72.2-96.0,90,0
Jurisdictional Estimates,Iowa,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,22.6,18.2-27.6,394,0
Jurisdictional Estimates,Iowa,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,81.5,76.3-85.8,383,0
Jurisdictional Estimates,Iowa,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,81.6,76.2-85.9,395,0
Jurisdictional Estimates,Iowa,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,43.6,37.9-49.5,391,0
Jurisdictional Estimates,Iowa,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,83.7,79.1-87.4,396,0
Jurisdictional Estimates,Iowa,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,9.7,5.2-17.5,116,0
Jurisdictional Estimates,Iowa,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,23.6,15.5-34.2,105,0
Jurisdictional Estimates,Iowa,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,33.2,23.9-43.9,110,0
Jurisdictional Estimates,Iowa,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,24.1,16.4-33.9,116,0
Jurisdictional Estimates,Iowa,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,84.7,75.9-90.7,115,0
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,,,,1
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,17.4,8.0-33.8,39,0
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,44.3,26.5-63.8,32,0
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,52.2,34.7-69.2,36,0
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,27.8,14.8-46.1,39,0
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,93.6,80.7-98.1,39,0
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,0.3,0.0-2.2,70,0
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,9.4,3.7-21.8,65,0
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,18.5,10.1-31.5,66,0
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,16.2,8.9-27.7,70,0
Jurisdictional Estimates,Iowa,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,78.4,65.3-87.5,69,0
Jurisdictional Estimates,Idaho,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,33.4,28.5-38.8,488,0
Jurisdictional Estimates,Idaho,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,81.9,77.3-85.8,475,0
Jurisdictional Estimates,Idaho,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,72.8,67.6-77.4,481,0
Jurisdictional Estimates,Idaho,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,44.3,38.9-49.8,482,0
Jurisdictional Estimates,Idaho,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,86,81.8-89.4,488,0
Jurisdictional Estimates,Idaho,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,16,10.8-23.0,205,0
Jurisdictional Estimates,Idaho,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,May 30 – June 26,Monthly,23.3,16.6-31.7,165,0
Jurisdictional Estimates,Idaho,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,May 30 – June 26,Monthly,25.5,19.1-33.0,203,0
Jurisdictional Estimates,Idaho,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,20.6,14.8-27.9,207,0
Jurisdictional Estimates,Idaho,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,91.3,85.4-95.0,202,0
Jurisdictional Estimates,Idaho,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,May 30 – June 26,Monthly,,,,1
